scrape_order,search_link,product_link,brand,product_name,ukuran_porsi,energi,lemak,lemak_jenuh,lemak_trans,kolestrol,protein,karbohirdat,serat,gula,sodium,kalium,natrium,karbohidrat
1715569705-3671,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/togo/2-keping,Khong Guan,Togo,2 keping (25 g),130_kkal,"6,00g",0,0,0,"2,00g",0,"1,0g","7,00g",40mg,0,0,0
1715569705-3672,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/saltines-original-crackers/8-keping,Khong Guan,Saltines Original Crackers,8 keping (25 g),120_kkal,"4,50g","2,000g","0,000g",0,"2,00g",0,0,"1,00g",160mg,0,0,0
1715569705-3673,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/saltines/6-keping,Khong Guan,Saltines,6 keping (15 g),70_kkal,"2,00g","1,000g",0,0,"1,00g",0,0,0,100mg,0,0,0
1715569705-3674,https://www.fatsecret.co.id/kalori-gizi/search?q=Aim Biscuits,https://www.fatsecret.co.id/kalori-gizi/khong-guan/khong-guan-biscuits/1-porsi,Khong Guan,Khong Guan Biscuits,1 takaran saji (40 g),190_kkal,"6,00g","3,500g","0,000g",0,"3,00g",0,"1,0g","8,00g",115mg,0,0,0
1715569705-3675,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/saltcheese-sweet-spicy/5-keping,Khong Guan,Saltcheese Sweet & Spicy,5 keping (20 g),90_kkal,"3,00g",0,0,0,"2,00g",0,"0,0g","3,00g",150mg,0,0,0
1715569705-3676,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/rica-rici-biskuit-rasa-sayuran/6-keping,Khong Guan,Rica Rici Biskuit Rasa Sayuran,6 keping (16 g),80_kkal,"3,50g","1,500g",0,0,"2,00g",0,0,"1,00g",100mg,0,0,0
1715569705-3677,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/classic-milk-marie/4-keping,Khong Guan,Classic Milk Marie,4 keping (20 g),90_kkal,"2,00g","1,000g",0,0,"2,00g",0,0,"4,00g",60mg,0,0,0
1715569705-3678,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/saltcheese-comberry/1-porsi,Khong Guan,Saltcheese Comberry,1 porsi (17 g),90_kkal,"4,50g","2,500g",0,0,"1,00g",0,0,"5,00g",30mg,0,0,0
1715569705-3679,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/malkist-seaweed/2-keping,Khong Guan,Malkist Seaweed,2 keping (18 g),80_kkal,"3,00g",0,0,0,"2,00g",0,0,"2,00g",125mg,0,0,0
1715569705-3680,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/chocolate-cream-biscuit/1-sajian,Khong Guan,Chocolate Cream Biscuit,1 sajian (30 g),130_kkal,"3,50g","2,500g",0,0,"2,00g",0,0,"6,00g",65mg,0,0,0
1715569705-3681,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/malkist-rasa-abon-sapi/1-porsi,Khong Guan,Malkist Rasa Abon Sapi,1 pak (18 g),80_kkal,"3,00g","1,500g",0,0,"2,00g",0,0,"2,00g",125mg,0,0,0
1715569705-3682,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/saltines-vegetables-crackers/6-keping,Khong Guan,Saltines Vegetables Crackers,10 keping (15 g),70_kkal,"2,00g","0,500g","0,000g",0,"1,00g",0,0,"0,00g",35mg,0,0,0
1715569705-3683,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/sugar-puff/1-takaran-saji,Khong Guan,Sugar Puff,1 takaran saji (18 g),80_kkal,"3,00g","1,500g",0,0,"2,00g",0,0,"2,00g",100mg,0,0,0
1715569705-3684,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/gabinn-cokelat/1-bungkus,Khong Guan,Gabin'n Cokelat,1 bungkus (22 g),110_kkal,"5,00g","4,000g",0,0,"1,00g",0,0,"6,00g",45mg,0,0,0
1715569705-3685,https://www.fatsecret.co.id/kalori-gizi/search?q=Aim Biscuits,https://www.fatsecret.co.id/kalori-gizi/khong-guan/iced-gem-biscuits/1-sajian,Khong Guan,Iced Gem Biscuits,1 sajian (30 g),127_kkal,"2,20g","2,200g","0,000g",0,"2,00g",0,"0,7g","12,00g",87mg,0,0,0
1715569705-3686,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/malkist-kelapa/2-keping,Khong Guan,Malkist Kelapa,2 keping (18 g),90_kkal,"3,50g","1,500g",0,0,"2,00g",0,0,"2,00g",100mg,0,0,0
1715569705-3687,https://www.fatsecret.co.id/kalori-gizi/search?q=Aim Biscuits,https://www.fatsecret.co.id/kalori-gizi/khong-guan/saltcheese-crackers-biscuits/4-keping,Khong Guan,Saltcheese Crackers Biscuits,4 keping (16 g),80_kkal,"3,00g","0,000g","0,000g",0,"2,00g",0,"1,0g","2,00g",110mg,0mg,0,0
1715569705-3688,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/la-coco/1-porsi,Khong Guan,La Coco,1 porsi (24 g),110_kkal,"4,00g","2,000g",0,0,"2,00g",0,0,"7,00g",80mg,0,0,0
1715569705-3689,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/wafer-stick/4-buah,Khong Guan,Wafer Stick,4 buah (20 g),90_kkal,"3,50g","1,500g",0,0,"1,00g",0,0,"9,00g",35mg,0,0,0
1715569705-3690,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/classic-chocolate-cream-wafer/1-bungkus,Khong Guan,Classic Chocolate Cream Wafer,1 bungkus (18 g),90_kkal,"5,00g","2,500g",0,0,"1,00g",0,0,"3,00g",25mg,0,0,0
1715569705-3691,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/semprong-wijen/6-stick,Khong Guan,Semprong Wijen,6 stick (15 g),70_kkal,"1,50g","0,000g",0,0,"1,00g",0,"0,0g","6,00g",25mg,0,0,0
1715569705-3692,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/malkist-beef-flavour/2-biskuit,Khong Guan,Malkist Beef Flavour,2 biskuit (18 g),90_kkal,"3,50g",0,0,0,"1,00g",0,0,"3,00g",15mg,0,0,0
1715569705-3693,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/potatoz-krekers/10-biskuit,Khong Guan,Potatoz Krekers,10 biskuit (15 g),70_kkal,"3,50g",0,0,0,"1,00g",0,0,"2,00g",50mg,0,0,0
1715569705-3694,https://www.fatsecret.co.id/kalori-gizi/search?q=Khong Guan,https://www.fatsecret.co.id/kalori-gizi/khong-guan/bonaco/1-porsi,Khong Guan,Bonaco,1 porsi (20 g),100_kkal,"4,50g",0,0,0,"1,00g",0,0,"8,00g",35mg,0,0,0
1715569705-3695,https://www.fatsecret.co.id/kalori-gizi/search?q=Aim Biscuits,https://www.fatsecret.co.id/kalori-gizi/khong-guan/assorted-biscuits/1-porsi,Khong Guan,Assorted Biscuits,1 bite (25 g),120_kkal,"4,50g","2,500g",0,0,"2,00g",0,0,"7,00g",100mg,0,0,0
1715569705-3696,https://www.fatsecret.co.id/kalori-gizi/search?q=Aim Biscuits,https://www.fatsecret.co.id/kalori-gizi/khong-guan/biscuits/1-porsi,Khong Guan,Biscuits,1 porsi (40 g),160_kkal,"7,00g","3,500g","0,000g",0,"3,00g",0,"2,0g","8,00g",140mg,0,0,0
